f1,f2,f3,f4,f5,f6,f7,Class
1,0,0,0,0,0.0,0.0,1
2,1,1,0,0,0.05828571428571429,0.05142857142857143,0
11,5,1,1,0,0.12156756756756751,0.10551351351351354,1
1,1,0,0,0,0.0,0.0,0
3,1,1,1,0,0.051000000000000004,45,1
13,2,0,0,0,0.06800000000000002,0.2509090909090909,0
8,0,1,1,0,0.06442105263157898,0.30168421052631583,-1
10,1,2,1,0,0.08286956521739133,0.05739130434782612,0
12,3,2,1,0,252,0.09015384615384617,0
5,1,0,1,0,0.04371428571428572,0.038571428571428576,0
17,1,2,0,0,0.0886976744186047,0.06330232558139538,0
12,1,1,1,1,0.1979999999999998,0.2245853658536587,0
5,0,1,0,0,0.06490909090909094,0.0572727272727273,0
11,0,0,0,0,0.11720000000000004,0.13232000000000002,0
28,2,3,1,0,0.10948148148148142,0.10891358024691342,1
28,1,3,2,0,0.08173333333333327,0.07536666666666664,0
33,4,2,1,0,0.17040860215053738,0.07090322580645145,1
5,1,1,0,0,0.051000000000000004,45,-1
11,1,0,0,0,0.21090909090909093,0.05454545454545456,0
13,1,3,0,0,0.05950000000000004,0.11629999999999992,0
7,0,0,0,0,0.1657142857142857,0.07285714285714286,-1
17,3,4,1,0,0.05368421052631581,0.09389473684210528,0
33,3,2,3,0,0.08491666666666657,0.11743750000000021,1
1,1,1,0,0,0.0,0.0,0
8,1,0,0,0,0.2011578947368421,0.11557894736842106,1
10,1,3,1,0,0.08508333333333336,0.2833333333333334,1
1,0,0,0,0,0.0,0.0,1
3,1,0,0,0,0.0,0.0,0
4,0,0,0,0,0.030222222222222223,0.026666666666666665,-1
20,0,1,1,0,0.11059374999999981,0.11318749999999993,-1
3,1,1,1,0,0.054400000000000004,48,1
29,2,3,1,0,0.16657142857142843,0.09714285714285693,0
4,25,0,0,0,0.06233333333333335,0.055000000000000014,0
12,1,2,0,0,0.1507368421052632,0.21326315789473682,-1
6,1,0,1,0,0.10216666666666668,0.06000000000000002,1
14,3,2,1,0,0.09041379310344816,0.07820689655172411,-1
8,1,0,0,0,0.07000000000000003,0.09942857142857145,0
4,1,1,0,0,0.059500000000000004,0.0525,-1
1,1,0,0,0,0.0,0.0,0
7,1,0,0,0,0.15350000000000003,0.15,0
4,0,0,0,0,34,0.03,0
11,1,2,1,0,0.12435294117647061,0.07058823529411766,0
8,1,2,0,0,0.05666666666666669,0.1451111111111111,0
9,0,1,1,0,0.07211764705882355,0.22847058823529415,-1
4,1,1,1,0,0.051000000000000004,45,0
3,11,0,0,0,0.04533333333333334,0.04,1
1,0,0,0,0,0.0,0.0,1
2,1,0,0,0,0.013600000000000001,12,1
27,1,1,0,0,0.07987234042553196,0.11106382978723392,0
2,1,0,0,0,0.0,0.0,0
33,1,2,2,0,0.09197938144329879,0.09094845360824724,0
6,2,1,0,0,0.0799130434782609,0.054782608695652206,1
3,1,0,0,0,0.059500000000000004,0.0525,-1
7,1,0,0,0,0.16436363636363632,0.06545454545454547,1
19,2,0,0,0,0.06671698113207553,0.09909433962264137,1
4,0,0,0,0,68,0.06,1
15,1,1,0,0,0.0903461538461538,0.05884615384615389,-1
4,1,0,0,0,34,0.03,-1
17,3,2,3,0,0.17312820512820484,0.14671794871794855,1
12,0,0,0,0,0.09650000000000003,0.12766666666666668,1
7,1,0,0,0,0.07577777777777778,0.07333333333333332,0
5,1,1,0,0,0.059500000000000004,0.0525,-1
8,58,0,0,0,0.0634666666666667,0.11626666666666668,0
2,0,0,0,0,68,0.06,1
7,0,0,0,0,0.08428571428571432,0.057142857142857176,0
3,1,0,0,0,0.027200000000000002,24,1
2,0,0,0,0,34,0.03,1
30,0,1,1,0,0.0852238805970148,0.14337313432835833,-1
4,1,1,0,0,0.03885714285714286,0.03428571428571429,0
3,1,0,0,0,34,0.03,-1
18,110,2,0,0,0.1022105263157895,0.09631578947368424,0
17,74,1,0,0,0.09953846153846158,0.1440769230769231,0
29,1,0,0,0,0.10175757575757546,0.10909090909090921,-1
9,1,0,0,0,0.07050000000000003,0.09771428571428574,0
1,1,0,0,0,0.0,0.0,0
5,1,0,0,0,68,0.06,1
7,1,1,0,0,0.06800000000000002,0.06000000000000001,-1
4,1,0,0,0,0.0,0.0,-1
1,1,0,0,0,0.0,0.0,1
6,1,1,0,0,0.09080000000000002,0.05600000000000002,-1
6,2,0,0,0,34,0.03,1
6,0,0,0,0,0.0704137931034483,0.04965517241379313,1
4,1,2,0,0,0.061818181818181835,0.05454545454545456,-1
15,1,1,1,0,0.08428571428571432,0.057142857142857176,-1
21,2,3,1,0,0.11223076923076923,0.10038461538461527,-1
1,0,0,0,0,0.0,0.0,1
32,2,7,0,0,0.0744864864864864,0.08521621621621606,0
10,0,2,0,0,0.12220689655172418,0.0891034482758621,0
6,1,1,0,1,0.17049999999999998,0.06,1
3,0,1,0,0,0.06422222222222225,0.05666666666666669,-1
15,3,0,0,0,0.08286956521739133,0.13321739130434784,-1
3,0,0,0,0,0.06538461538461543,0.05769230769230772,-1
3,1,0,0,0,34,0.03,-1
24,0,3,3,0,0.2466750000000002,0.061899999999999955,1
5,1,1,1,0,0.025500000000000002,0.0225,1
15,3,1,1,0,0.10643750000000005,0.07312500000000004,-1
39,1,2,0,0,0.18575757575757582,0.0740454545454545,0
6,1,0,0,0,0.059500000000000004,0.0525,-1
11,0,1,1,0,0.10223076923076926,0.048461538461538486,-1
6,1,1,0,0,0.0476,0.041999999999999996,0
34,39,3,2,0,0.23852941176470577,0.08096078431372529,-1
9,44,1,0,0,0.1535,129,0
7,0,0,0,0,191,0.10200000000000001,1
16,5,3,1,0,0.05922580645161294,0.06683870967741938,-1
9,1,1,0,0,0.16625,244,-1
6,32,0,0,0,0.1125,0.04500000000000002,1
7,1,2,0,0,0.11075000000000002,105,-1
4,0,0,0,0,0.0408,36,0
5,1,0,0,0,0.030222222222222223,0.026666666666666665,-1
15,4,2,0,0,0.0695555555555556,0.16097777777777758,0
8,1,0,1,0,0.08811764705882355,0.10776470588235296,1
10,3,2,0,0,0.08937500000000002,0.11075000000000002,-1
4,1,0,0,0,0.06800000000000002,0.06000000000000001,-1
4,1,1,1,0,0.05828571428571429,0.05142857142857143,0
3,1,0,0,0,0.0,0.0,0
3,0,0,0,0,34,0.03,1
6,30,1,0,0,0.11685714285714287,0.05142857142857143,1
12,1,0,0,0,0.05769696969696973,0.14290909090909087,1
3,1,0,0,0,0.02266666666666667,0.02,0
1,0,0,0,0,0.0,0.0,0
35,5,1,1,0,0.1912571428571428,0.07594285714285692,0
9,2,1,0,0,0.16373333333333337,0.13413333333333333,1
6,1,0,0,0,0.08271428571428573,0.04714285714285715,1
25,0,2,1,0,0.10208571428571422,0.07837142857142847,0
36,206,4,0,0,0.12059016393442609,0.08780327868852447,-1
4,1,1,0,0,0.05666666666666667,0.049999999999999996,1
13,1,0,0,0,0.1403529411764706,0.11129411764705885,-1
20,2,1,1,0,0.08497058823529408,0.05911764705882357,-1
44,2,4,1,0,0.12808510638297868,0.10612765957446796,0
38,5,2,3,0,0.17922330097087377,0.0739223300970872,0
2,1,0,1,0,0.054400000000000004,48,1
4,1,1,1,0,0.05828571428571429,0.05142857142857143,0
5,1,2,0,0,68,0.06,0
6,0,1,2,0,0.13636363636363635,0.05454545454545456,1
6,1,0,1,0,34,0.03,-1
17,3,3,1,0,0.06929629629629634,0.10388888888888877,0
27,1,3,2,0,0.08765384615384603,0.059999999999999894,-1
10,1,1,0,0,0.06120000000000004,0.2812000000000001,-1
10,0,2,0,0,0.08211764705882357,0.1414117647058822,0
2,1,1,0,0,0.0,0.0,1
2,0,0,0,0,0.051000000000000004,45,1
1,1,0,0,0,0.0,0.0,1
1,1,0,0,0,0.0,0.0,1
17,3,1,1,1,0.07560000000000004,0.19915555555555559,1
19,0,2,0,0,0.06022857142857147,0.14057142857142843,-1
4,0,0,0,0,0.027200000000000002,24,-1
4,2,1,0,0,0.018133333333333335,16,-1
4,1,0,0,0,0.0,0.0,1
7,1,2,1,0,0.01942857142857143,0.017142857142857144,-1
9,1,1,1,0,0.1315,0.09985714285714288,1
43,6,4,0,0,0.1800169491525422,0.09386440677966111,-1
14,0,0,0,0,0.06263157894736847,0.09010526315789477,0
9,2,2,1,0,0.0907777777777778,0.17666666666666667,1
7,0,0,0,0,0.08516666666666667,0.045000000000000005,1
26,3,1,0,0,0.2061276595744678,0.11599999999999996,-1
6,1,0,0,0,0.06276923076923079,0.0553846153846154,-1
8,0,0,0,0,0.10527272727272728,0.13927272727272727,1
2,0,0,0,0,34,0.03,1
11,2,1,0,0,0.26540740740740726,0.07674074074074078,1
3,1,0,0,0,0.060444444444444446,0.05333333333333333,0
3,1,1,1,0,0.05666666666666667,0.049999999999999996,-1
6,2,1,1,0,0.07662500000000001,0.04500000000000001,1
41,0,3,3,0,0.11574999999999984,0.08368749999999973,0
14,2,1,0,0,0.07168421052631582,0.06800000000000002,-1
30,4,2,2,0,0.07399999999999989,0.08397499999999981,1
11,0,1,1,0,0.07700000000000005,0.11621052631578946,-1
36,1,2,1,0,0.14074468085106376,0.06417021276595733,0
1,0,0,0,0,0.0,0.0,0
6,1,1,0,0,0.3754999999999999,0.06000000000000003,0
4,1,1,0,0,0.02266666666666667,0.02,0
1,1,0,0,0,0.0,0.0,1
33,6,1,2,0,0.11384615384615353,0.10035164835164825,-1
1,0,0,0,0,0.0,0.0,0
2,1,1,1,0,0.051000000000000004,45,1
13,1,1,1,0,0.06648888888888894,0.11893333333333314,-1
11,0,1,1,0,0.08122580645161294,0.10270967741935487,1
3,16,0,0,0,0.01942857142857143,0.017142857142857144,-1
32,5,2,3,0,0.19292307692307747,0.07698076923076903,-1
10,2,0,0,0,0.09430769230769234,0.12246153846153847,1
1,0,0,0,0,0.0,0.0,1
4,1,0,0,0,0.05666666666666667,0.049999999999999996,1
12,1,1,2,0,0.08811764705882356,0.2047058823529412,0
35,2,5,1,0,0.2626181818181819,0.08832727272727264,-1
10,1,2,0,0,0.08440000000000004,0.07680000000000003,0
14,1,0,0,0,0.06443243243243245,0.08270270270270272,1
12,74,0,0,0,0.0783636363636364,0.22157575757575756,-1
4,18,1,1,0,0.06442105263157898,0.05684210526315792,0
9,2,0,1,0,0.05180952380952383,0.1518095238095238,0
7,1,1,0,0,0.1469230769230769,0.07846153846153846,1
6,1,0,0,0,0.0990909090909091,0.05454545454545456,0
2,0,1,0,0,68,0.06,1
14,1,3,2,0,0.06096551724137935,0.14731034482758615,1
14,1,0,0,0,0.06076595744680856,0.12025531914893595,-1
10,1,1,0,0,0.08720000000000003,0.22880000000000006,-1
5,0,1,0,0,0.045333333333333344,0.04000000000000001,1
1,1,1,0,0,0.0,0.0,1
10,1,1,2,0,0.06800000000000002,438,-1
7,0,1,2,0,0.06120000000000001,0.30599999999999994,-1
9,0,1,2,0,0.12709090909090912,0.08600000000000002,1
4,1,1,0,0,34,0.03,0
1,0,1,0,0,0.0,0.0,1
12,0,3,1,0,0.18458823529411766,0.08117647058823531,1
3,1,0,0,0,34,0.03,0
7,2,1,0,0,0.03966666666666667,0.13999999999999999,-1
10,0,1,0,0,0.07168421052631581,0.06800000000000002,1
3,1,0,0,0,0.054400000000000004,48,-1
1,1,0,0,0,0.0,0.0,0
17,2,3,0,1,0.11103703703703707,0.09088888888888892,0
44,4,3,3,0,0.20382352941176488,0.06352941176470575,0
2,1,0,0,0,0.0408,36,0
12,1,2,0,0,0.08600000000000003,0.19452631578947369,1
10,1,1,0,0,68,0.12457142857142858,-1
3,1,0,0,0,68,0.06,-1
5,2,1,0,0,0.052888888888888895,0.04666666666666666,1
7,1,0,0,0,0.054400000000000004,48,1
8,2,0,0,0,0.08011764705882354,0.15011764705882352,1
27,6,0,0,0,0.1069310344827585,0.08679310344827576,-1
1,1,0,0,0,0.0,0.0,1
7,1,0,0,0,0.04371428571428572,0.15857142857142856,1
2,1,0,0,0,34,0.03,0
1,1,1,0,0,0.0,0.0,1
36,4,3,4,0,0.1499459459459458,0.08756756756756735,1
1,1,1,0,0,0.0,0.0,-1
20,1,3,1,0,0.10319999999999989,0.09843333333333319,0
17,2,3,1,0,0.06962790697674422,0.08358139534883724,0
27,1,3,1,0,0.07980000000000004,0.1641999999999998,-1
8,0,0,1,0,0.06400000000000003,0.16094117647058825,0
3,1,1,0,0,0.013600000000000001,12,1
14,1,2,1,0,0.07942857142857147,0.08438095238095242,1
11,2,1,1,0,0.15999999999999998,0.2836923076923078,1
1,1,0,0,0,0.0,0.0,1
12,76,0,0,0,0.05722727272727275,0.1670909090909091,-1
16,2,1,1,0,0.09540000000000001,0.09000000000000001,-1
28,1,1,0,0,0.09979999999999987,0.1134666666666668,-1
8,37,2,0,0,0.09430769230769233,0.12246153846153847,1
40,3,3,1,0,0.20693150684931494,0.06246575342465743,-1
5,26,1,1,0,0.03709090909090909,0.03272727272727272,1
1,1,1,0,0,0.0,0.0,0
15,1,0,1,0,0.10372727272727268,0.08727272727272731,-1
7,1,1,1,0,0.13642105263157892,0.04421052631578949,0
4,1,0,0,0,0.027200000000000002,24,1
1,0,0,0,0,0.0,0.0,1
5,1,2,0,0,68,0.06,-1
5,1,1,0,0,0.05627586206896555,0.04965517241379313,-1
6,1,0,0,0,0.22689999999999996,0.055500000000000035,-1
35,1,1,1,0,0.27727777777777757,0.0845277777777776,-1
32,200,2,1,0,0.2116842105263157,0.09568421052631584,-1
19,3,1,0,0,0.10564044943820199,0.12586516853932586,0
12,1,2,1,0,0.15000000000000002,0.18760000000000002,0
33,0,2,5,0,0.10859813084112137,0.07850467289719605,-1
12,1,1,2,0,0.14447619047619026,0.09857142857142859,-1
10,47,2,0,0,0.09728571428571432,0.24228571428571427,1
25,163,2,0,0,0.1989421487603306,0.08824793388429757,0
11,1,2,1,0,0.09211764705882355,0.0847058823529412,1
18,2,0,2,1,0.07229166666666671,0.14833333333333332,0
1,0,0,0,0,0.0,0.0,1
3,0,0,0,0,68,0.06,1
19,2,5,0,0,0.07410714285714289,0.10589285714285714,0
7,1,1,0,0,0.08981818181818184,0.046363636363636385,0
3,0,1,0,0,0.06120000000000001,0.054000000000000006,-1
12,1,3,0,0,0.05440000000000003,0.10096000000000002,0
4,0,0,1,0,0.059500000000000004,0.0525,1
35,3,1,4,0,0.12796721311475392,0.0953114754098359,0
23,3,2,0,0,0.14247058823529396,0.08247058823529405,-1
3,1,1,0,0,68,0.06,-1
8,2,0,0,0,0.2581739130434782,0.054782608695652206,-1
18,2,2,0,0,0.05950000000000004,0.07405000000000003,0
8,1,3,1,0,0.123625,0.04125000000000001,0
8,0,0,0,1,0.062086956521739164,0.07443478260869568,1
2,1,0,0,0,0.051000000000000004,45,1
8,2,1,1,0,0.0476,0.08399999999999999,-1
10,1,1,1,0,0.06800000000000002,0.13636363636363635,0
5,0,1,1,0,0.06800000000000003,0.06000000000000002,0
3,0,0,0,0,0.061818181818181835,0.05454545454545456,1
5,0,0,0,0,0.02833333333333334,0.025000000000000005,1
1,1,0,0,0,0.0,0.0,1
11,1,1,1,0,0.06621052631578953,0.07031578947368425,0
13,0,1,0,0,0.10220000000000003,0.14120000000000002,-1
18,0,2,1,0,0.0668275862068966,0.1395517241379309,0
5,1,0,0,0,68,0.060000000000000005,1
3,1,2,0,0,0.04533333333333334,0.04,-1
3,1,0,1,0,17,15,-1
5,1,0,0,0,0.0408,36,0
9,0,0,0,0,0.06800000000000005,0.23585185185185192,-1
16,1,0,0,0,0.09403174603174587,0.07384126984126982,-1
6,1,0,0,0,0.07805882352941182,0.0582352941176471,0
2,0,0,0,0,0.0408,36,0
1,0,0,0,0,0.0,0.0,0
7,1,0,0,0,34,0.09999999999999999,1
11,1,1,0,0,0.06152380952380956,0.13428571428571429,0
41,0,3,2,0,0.10905999999999985,0.08609999999999983,-1
9,1,1,0,0,0.0851071428571428,0.1757142857142859,-1
12,1,0,0,0,0.059500000000000004,0.0525,-1
4,1,0,1,0,0.0,0.0,-1
18,1,4,0,0,0.07878947368421056,0.12689473684210523,-1
7,0,1,0,0,0.1565925925925925,0.18222222222222223,0
29,4,4,1,0,0.07420253164556956,0.10134177215189856,0
1,1,0,0,0,0.0,0.0,1
19,1,0,1,0,0.06929629629629634,0.15281481481481482,0
2,1,1,0,0,34,0.03,0
6,1,0,0,0,0.32272727272727264,0.05454545454545457,0
2,0,1,1,0,68,0.06,1
39,2,2,4,0,0.1340566037735848,0.1555849056603776,0
39,8,2,1,0,0.33761764705882397,0.10347058823529451,-1
15,0,0,1,0,0.08957894736842109,0.1705263157894735,0
4,30,1,0,0,0.05525000000000002,0.048750000000000016,-1
30,3,1,1,0,0.12672093023255784,0.08206976744186024,1
28,3,1,0,0,0.35551515151515156,0.05272727272727276,-1
1,0,0,0,0,0.0,0.0,0
6,0,0,0,0,0.09211764705882355,0.060000000000000026,-1
17,1,1,1,0,0.12074285714285711,0.1154857142857143,1
3,1,1,1,0,0.0408,36,-1
20,4,2,1,0,0.09824615384615383,0.11873846153846132,0
1,0,0,0,0,0.0,0.0,1
27,3,3,0,0,0.14556164383561637,0.09520547945205465,-1
7,40,1,0,0,0.09362500000000003,0.13875,-1
17,14,0,1,0,0.05627586206896555,0.09386206896551726,-1
3,1,1,0,0,68,0.06,0
1,0,0,0,0,0.0,0.0,1
7,1,1,0,0,0.20466666666666666,0.10666666666666666,1
22,1,1,3,0,0.07515151515151519,0.13963636363636373,-1
4,1,0,1,0,0.025500000000000002,0.0225,0
2,12,1,0,0,0.05666666666666667,0.049999999999999996,1
6,25,0,1,0,0.07675,0.0225,-1
6,1,0,0,0,0.11075,0.0525,1
1,1,0,0,0,0.0,0.0,1
3,1,1,0,0,0.04533333333333334,0.04,1
5,1,0,0,0,0.06800000000000003,0.06000000000000002,0
9,1,1,0,0,0.08700000000000002,202,0
6,1,0,0,0,0.061818181818181835,0.05454545454545456,-1
9,3,3,0,0,0.07188888888888892,0.18511111111111112,1
13,1,0,1,0,0.08428571428571432,0.057142857142857176,0
1,1,0,0,0,0.0,0.0,0
27,1,1,0,0,0.05440000000000003,0.08248000000000003,-1
